pm10,pm25,pm1,humi,temp,hcho,co,no2,rn,voc,co2,tab
29.5,26.7,25.2,23.6,3.1,2.61,1.47,44.96,0,634.4,1589,0
30.8,27.9,26.2,23.2,3.3,4.13,1.37,14.99,0,585,1582,1100
30.8,27.9,26.2,23,3.5,2.61,1.36,12.01,0,534.1,1576,1100
30.8,27.9,26.2,22.9,3.8,2.6,1.38,10.3,0,509.1,1580,1120
33.9,30.9,29.1,22.7,4,2.6,1.4,9.41,0,497.6,1567,640
38.2,35.1,33,22.6,4.2,2.6,1.42,8.17,0,490.7,1572,1120
41.2,37.7,35.9,22.3,4.5,2.6,1.43,7.51,0,486.9,1570,1120
43.8,40.2,38.8,22.1,4.9,2.59,1.44,6.75,0,485.4,1576,1133
44.5,40.7,38.8,21.7,5,2.59,1.44,6.8,0,480.7,1570,1133
44.5,40.7,38.8,21.7,5.4,2.59,1.48,5.99,0,480.4,1570,1406
45.3,41.6,39.8,21.5,5.7,3.02,1.44,8.7,0,501.2,1602,1406
41.1,37.9,34.9,21.4,6.1,4.52,1.45,10,0,527.5,1577,1006
42.4,39.1,37.8,21,6.4,5.8,1.47,8.77,0,538.9,1577,1006
44.8,41.3,39.8,20.9,6.6,5.15,1.47,6.73,0,530.5,1580,1006
43.8,40.4,38.8,20.7,6.9,5.15,1.48,6.78,1,532,1583,893
46.3,42.7,40.7,20.5,7.2,5.15,1.5,7.4,1,534.4,1587,893
46.3,42.7,40.7,20.4,7.4,5.35,1.51,8.05,1,535.7,1587,893
46.3,42.7,40.7,20.2,7.8,6.21,1.52,7.73,1,537.7,1590,893
47.1,43.5,41.7,19.9,8,6.41,1.53,7.2,1,541,1590,893
47.1,43.5,41.7,19.8,8.2,7.26,1.54,6.75,1,543.6,1596,893
44,40.7,38.8,19.5,8.6,7.26,1.56,6.76,1,546.2,1606,893
44,40.7,38.8,19.9,8.7,9.16,1.55,8.08,1,553.7,1606,893
44,40.7,38.8,19.6,9.1,7.67,1.56,5.61,1,549.4,1614,893
43.8,40.4,37.8,19.3,9.2,6.38,1.56,5.73,1,546.2,1621,893
43.8,40.4,37.8,19.2,9.5,7.66,1.56,5.55,1,550.1,1628,893
43.8,40.4,37.8,19,9.7,8.5,1.58,5.8,1,556.4,1628,893
39.8,36.1,34.9,19.1,9.9,10.19,1.58,6.49,1.3,562.1,1636,893
35.6,32.2,31,19.1,10.1,11.46,1.59,6.43,1.3,565.6,1645,893
28.7,25.7,24.3,19,10.3,11.66,1.59,5.95,1.3,571.6,1659,893
22.5,17,16.5,19.3,10.5,13.98,1.61,7.5,1.3,581.8,1674,893
22.4,12.1,11.6,19.3,10.7,15.24,1.61,7.22,1.3,587.9,1691,893
22.4,12.1,11.6,19.3,10.9,15.87,1.62,6.17,1.3,594.6,1701,893
22.3,12.9,11.6,19.2,11.1,16.49,1.63,5.59,1.3,599.8,1723,893
22.3,12.9,11.6,19,11.4,15.84,1.63,4.14,1.3,600.4,1723,893
22.3,12.9,11.6,18.6,11.6,14.99,1.64,4.65,1.3,604.4,1723,893
22.3,12.9,11.6,18.6,11.6,14.99,1.64,4.65,1.3,604.4,1723,893
22.3,12.9,11.6,18.7,11.8,16.46,1.64,5.09,1.3,610.4,1723,893
22.3,12.9,11.6,18.5,12,16.86,1.67,4.43,1.7,617.9,1736,893
90.7,74.5,70.8,18.1,12.2,21.49,1.81,4.26,1.7,639.3,1770,893
90.7,74.5,70.8,17.7,12.4,27.11,1.87,4.46,1.7,707.9,1770,893
90.7,74.5,70.8,17.6,12.7,34.19,1.95,3.4,1.7,720,1780,893
134.5,110.5,108.6,17.6,13,36.42,1.98,2.04,1.7,713,1788,893
93.3,76.1,75.7,17.4,13.3,34.12,1.93,0.63,1.7,673.8,1799,893
76.5,62.3,61.1,17.2,13.5,32.85,1.89,0.08,1.7,661.8,1809,893
67.5,55.8,54.3,16.5,13.8,27.18,1.86,0.1,1.7,665.8,1829,893
66.5,54.6,53.4,16.7,14,31.34,1.83,0.03,1.5,661.7,1837,893
57.6,49.1,47.5,16.3,14.3,27.77,1.83,0.13,1.5,659.6,1849,893
58.2,48.7,46.6,16.2,14.5,27.54,1.83,0.62,1.5,664.3,1853,893
54.2,45.8,44.6,16.3,14.6,30.45,1.81,0.63,1.5,662.2,1855,893
54.2,45.8,44.6,16.3,14.7,33.99,1.8,0.16,1.5,660.8,1855,893
52.2,43.4,41.7,16.3,14.9,33.98,1.79,0.59,1.5,660.3,1855,893
50.7,43.3,41.7,16.4,15,35.63,1.78,1.58,1.5,661.3,1855,893
48.6,39.7,37.8,16.2,15.3,33.53,1.77,0.32,1.5,663.1,1857,893
48.6,39.7,37.8,16.1,15.4,31.64,1.76,1.19,1.5,664.1,1859,893
48.9,39.6,38.8,16.2,15.5,33.08,1.11,3.58,1.5,710,1863,893
45.8,36.6,34.9,16,15.7,36.19,1.11,2.74,1.4,711.6,1867,893
43.9,35,34,16,15.8,33.68,1.09,2.84,1.4,710.9,1872,893
43.1,35.6,34,16.1,16,33.05,1.09,3.02,1.4,716.3,1875,893
41.2,33.4,32,16,16,34.9,1.08,2.47,1.4,713.7,1882,893
40.3,32.7,32,15.8,16.3,34.27,1.07,2.34,1.4,714.6,1890,893
40.3,32.7,32,15.9,16.4,36.54,1.11,2.26,1.4,718.6,1890,893
295.9,261.8,252.2,15.8,16.4,43.38,1.42,2.6,1.4,764.4,1902,893
251.7,218.8,218.7,15.8,16.5,49.58,1.48,1.41,1.4,779.6,1909,893
168.6,143.8,141.6,15.8,16.7,53.93,1.34,0.55,1.4,775.8,1914,893
124.2,102.1,99.9,15.8,16.7,51,1.25,0.17,1.4,766.6,1920,893
116,96.1,92.2,15.5,16.9,51.19,1.22,0.13,1.3,766.6,1930,893
107.4,90.7,87.3,15.6,17.1,43.92,1.2,0.06,1.3,758.4,1941,893
225.9,199.2,189.3,15.2,17.2,48.26,1.21,0.7,1.3,763.8,1947,893
195.1,168.6,165.5,15.2,17.4,47.61,1.25,0.75,1.3,768.4,1953,893
195.1,168.6,165.5,15.2,17.4,51.73,1.32,0.01,1.3,783.7,1958,893
197.6,166.2,161.7,15.3,17.5,56.27,1.4,0,1.3,795.1,1969,893
173.4,145.7,141.6,15.3,17.6,55.63,1.32,0.2,1.3,790.9,1974,893
173.4,145.7,141.6,15.4,17.7,58.72,1.28,0.15,1.3,790.3,1974,893
143.6,117.7,113.5,15.2,17.7,58.29,1.25,0,1.3,788.8,1982,893
183.2,167.1,157.1,15.3,17.9,56.61,1.23,0,1.3,784.7,1989,893
216.4,196.9,190.6,15.1,18,56.8,1.35,0,1.3,797.8,1991,893
292.8,266.2,259.8,15.1,18.1,59.67,1.53,0,1.2,833.2,1996,893
292.8,266.2,259.8,14.8,18.4,61.91,1.51,0,1.2,839.9,1998,893
185.7,168.9,165.5,14.4,18.4,61.27,1.4,0,1.2,828.3,1999,893
171.5,152,147.4,14.8,18.6,60.21,1.36,0,1.2,819.4,2000,893
171.5,152,147.4,14.7,18.6,64.74,1.32,0,1.2,816.5,2000,893
171.5,152,147.4,14.4,18.7,60.81,1.29,0,1.2,814.5,2000,893
151.7,134.1,130,14.1,18.8,56.66,1.26,0,1.2,812.2,2001,893
145.8,127.9,125.1,14.3,19,54.79,1.25,0,1.2,808.1,2003,893
145,127.4,123.2,14.4,19.1,57.45,1.25,0,1.2,811.3,2003,893
132.8,116,112.5,14.1,19.1,58.47,1.23,0,1.2,809.1,2007,893
129.5,111.4,108.6,14.4,19.1,55.57,1.22,0,1.2,809.5,2012,893
122.8,109.2,105.7,14.5,19.3,55.77,1.21,0,1.2,811.3,2016,893
118.6,101.6,98.9,14.3,19.3,57.4,1.2,0,1.2,809,2018,893
121.4,105.1,101.9,14.2,19.4,55.11,1.18,0,1.2,807,2021,893
121.4,105.1,101.9,13.9,19.5,52.22,1.18,0,1.2,808.4,2021,893
121.4,105.1,101.9,14.2,19.6,52.61,1.16,0,1.2,808.5,2025,893
104.2,91.8,87.3,14.2,19.7,50.54,1.15,0,1.2,808.3,2025,893
127.7,113.3,106.7,14.1,19.7,60.19,1.16,0,1.2,805.3,2027,893
210.4,192.6,189,14.2,19.8,60.99,1.28,0,1.2,818.5,2027,893
274.8,249.8,233.1,14,20,64.47,1.48,0,1.2,841.8,2027,893
247.3,225.3,221,14.1,19.9,68.55,1.46,0,1.2,850.6,2028,893
177.1,161.6,158.6,14.1,20,68.94,1.35,0,1.2,839.9,2029,893
161.4,146.9,142.6,14.2,20.1,67.91,1.29,0,1.2,835,2030,893
157.9,142.8,139.7,13.9,20.3,62.14,1.27,0,1.2,832.3,2033,893
152.9,137.1,132.9,13.7,20.3,63.56,1.27,0,1.2,832.2,2036,893
151.8,136,130.9,13.9,20.4,66.82,1.25,0,1.2,825,2037,893
144.4,128.6,124.2,13.7,20.4,67.42,1.23,0,1.2,824.5,2039,893
144.4,128.6,124.2,13.8,20.5,65.15,1.23,0,1.2,821.5,2039,893
247.3,224.6,215.7,14.1,20.6,66.57,1.26,0,1.2,825,2045,893
247.3,224.6,215.7,13.9,20.6,71.05,1.48,0,1.3,864.3,2048,893
268.5,244.4,241.5,13.7,20.6,74.26,1.72,0,1.3,915.8,2050,893
228.8,208.9,204.3,13.7,20.6,77.73,1.67,0,1.3,902.2,2052,893
211.3,192.9,187.5,13.5,20.8,77.32,1.56,0,1.3,890.5,2053,893
211.3,192.9,187.5,13.6,21.1,77.51,1.36,0,1.3,858.6,2055,893
169.7,154.5,150.3,13.6,21.1,70.94,1.27,0,1.3,853.5,2056,893
167,152.1,147.4,13.6,21.1,73.79,1.22,0,1.3,842.8,2056,893
161.3,145.8,142.6,13.8,21.3,74.6,1.22,0,1.3,840.1,2056,893
160.1,144.9,140.7,13.7,21.2,71.11,1.23,0,1.3,835.5,2056,893
160.1,144.9,140.7,13.7,21.2,75.18,1.23,0,1.3,836.4,2056,893
153.5,137.3,133.9,13.8,21.4,69.24,1.24,0,1.4,830.8,2059,893
148.9,132.9,130,13.5,21.3,72.3,1.23,0,1.4,828.4,2060,893
146.9,130.9,126.1,13.4,21.4,69.63,1.21,0,1.4,825.3,2062,893
143.4,127.8,124.2,13.5,21.6,64.9,1.21,0,1.4,825.1,2064,893
138.3,123.2,120.3,13.3,21.5,68.36,1.19,0,1.4,821.4,2067,893
128,113.6,110.6,13.2,21.7,62.63,1.21,0,1.4,825,2070,893
127.6,113,108.6,13.2,21.8,66.91,1.17,0,1.4,711.7,2071,893
120,106.9,102.8,13.2,21.7,69.14,1.17,0,1.4,632.3,2073,893
247,225,221.7,13.1,22,71.98,1.3,0,1.4,845.4,2076,893
508,461.9,454.4,13.5,22.1,87.06,1.44,0,1.4,859.8,2079,893
508,461.9,454.4,13.5,21.9,95.62,1.67,0,1.4,890.2,2079,893
508,461.9,454.4,13.4,21.9,99.68,1.68,0,1.4,894.2,2079,893
262.3,238.3,233.1,13.2,22,92.73,1.51,0,1.7,874.5,2082,893
245.3,223.3,217.9,13.5,22,88.43,1.42,0,1.7,862.4,2083,893
234.7,213.8,210.3,13.5,22.2,90.46,1.4,0,1.7,858,2082,893
224.1,204.2,198.9,13.4,22.2,89.63,1.36,0,1.7,851.8,2083,893
224.1,204.2,198.9,13.3,22.2,87.38,1.34,0,1.7,845.5,2083,893
224.1,204.2,198.9,13.4,22.4,80.63,1.33,0,1.7,841.6,2083,893
202.5,184.6,178.4,13.3,22.4,84.48,1.31,0,1.7,836.2,2085,893
199.6,182.1,176.9,13.1,22.4,82.64,1.28,0,1.7,834.3,2088,893
284.9,259,246.8,13,22.5,79.56,1.35,0,1.7,845.2,2089,893
344.4,312.1,304.6,12.9,22.5,89.31,1.5,0,1.7,872.2,2092,893
296.6,269.6,264.3,13,22.6,93.37,1.51,0,1.7,865.9,2092,893
296.6,269.6,264.3,13,22.6,92.54,1.45,0,1.7,859,2092,893
245.5,223.8,219.5,13.3,22.7,90.49,1.41,0,1.7,847.1,2093,893
245.5,223.8,219.5,13.3,22.7,93.33,1.36,0,1.7,838.4,2093,893
245.5,223.8,219.5,13.4,22.7,91.69,1.34,0,1.7,833.7,2093,893
215.3,196.5,192.1,12.9,22.8,84.15,1.32,0,1.7,829.9,2093,893
213.6,195.2,189.8,13,22.9,82.71,1.3,0,1.7,825.6,2094,893
200.6,183.2,179.9,13.3,22.9,81.68,1.31,0,1.7,823.6,2096,893
186.9,170.7,166.2,13.1,23,84.73,1.28,0,1.7,818.9,2097,893
179,163.3,158.6,13,23.1,82.07,1.25,0,1.4,812.9,2098,893
171.6,156.6,154.1,13,23.1,74.33,1.25,0,1.4,809.9,2097,893
168,153.4,149.4,12.8,23.1,80.42,1.23,0,1.4,804.5,2096,893
163.5,149.4,144.5,12.9,23.1,77.36,1.24,0,1.4,803.5,2094,893
161.1,146.6,141.6,13.1,23.1,81.62,1.21,0,1.4,798.4,2095,893
161.1,146.6,141.6,13.2,23.2,81.2,1.19,0,1.4,797,2096,893
161.6,147,143.6,13.1,23.2,81.19,1.18,0,1.4,794.1,2096,893
151.5,135.5,130.9,13.3,23.3,78.94,1.18,0,1.4,791,2096,893
150.9,135,130,13.1,23.3,76.49,1.18,0,1.4,790,2097,893
143.1,127.9,123.2,12.7,23.4,75.88,1.16,0,1.2,783.1,2096,893
141.9,127.1,122.2,12.5,23.4,68.76,1.14,0,1.2,776.4,2090,893
142,127,124.2,12,23.5,66.11,1.15,0,1.2,775.4,2084,893
129.9,116.3,113.5,11.5,23.6,59.01,1.09,0,1.2,748.4,2074,893
129.9,116.3,113.5,11.5,23.6,56.16,1.04,0,1.2,727.2,2074,893
110.5,98.9,97,11.3,23.6,51.9,0.99,0,1.2,712.9,2062,893
110.8,98.9,95.1,10.9,23.6,54.73,0.97,0,1.2,704.2,2044,893
54.9,40.7,38.8,19.3,12.8,138.71,0.86,30.8,0,732.2,1436,0
55.3,40.8,38.8,19,13,139.48,0.69,6.38,0,646.5,1436,3933
55.6,42.5,41.7,19,13.2,142.53,0.67,7.64,0,602.9,1431,3933
57.3,43,41.7,19.1,13.4,146.82,0.67,9.16,0,577.6,1426,3306
56.3,42.6,40.7,18.8,13.7,147.72,0.68,6.91,0,566.7,1426,60
55.3,43.4,41.7,18.6,14,149.88,0.68,6.13,0,553.1,1426,4120
54.2,43.7,41.7,18.6,14.2,149.77,0.68,5.49,0,541.7,1453,0
53.5,43.4,42.7,18.2,14.4,150.34,0.69,5.07,0,535.5,1454,3786
53.5,43.4,42.7,18.1,14.7,150.23,0.7,4.74,0,527.4,1454,3786
53.1,43.1,41.7,18,14.9,150.94,0.69,5.11,0,522.7,1454,4133
53.4,43.1,41.7,17.9,15,152.33,0.68,4.45,0,518.6,1471,4133
54.9,44.6,42.7,17.8,15.3,154.12,0.69,4.27,0,516.8,1485,3906
53.9,44.3,42.7,17.7,15.6,156.5,0.63,4.13,0,526.1,1454,333
53.9,44.3,42.7,17.7,15.7,159.54,0.52,5.16,0,543.3,1454,4100
55.7,44.8,43.7,17.2,16.1,160.73,0.51,4.6,2,541.4,1456,4100
55.7,44.8,43.7,17.4,16.1,159.38,0.48,4.84,2,540.4,1456,3653
53.5,43.5,41.7,17.3,16.3,160.76,0.49,4.46,2,538.6,1456,3653
52.5,43,41.7,17.4,16.6,161.3,0.49,4.45,2,536.5,1456,3400
52.5,43,41.7,17,16.6,162.66,0.49,4.14,2,535,1459,3400
51.3,42.3,40.7,17,16.8,163.21,0.49,3.89,2,533.2,1465,3780
51.6,42.9,40.7,17,17,162.5,0.48,3.38,2,531.6,1470,3780
51.1,41.7,39.8,17,17.1,163.02,0.48,3.82,2,529.6,1479,3780
53.3,41.6,40.7,16.9,17.3,165.61,0.49,4.62,2,528,1483,3420
53.3,41.6,40.7,16.8,17.4,164.08,0.49,3.87,2,526.4,1483,3420
50.9,40.7,38.8,16.7,17.7,167.11,0.47,3.86,2,524.1,1483,3186
54,40.8,38.8,16.6,17.8,164.98,0.46,3.68,1.8,520.9,1488,3186
51.2,40.8,39.8,16.6,17.9,164.7,0.45,4.05,1.8,521.8,1488,3126
54.1,41,38.8,16.7,18.1,164.43,0.43,4.59,1.8,521.2,1492,3126
49.9,40.1,38.8,16.5,18.2,167.48,0.43,5.24,1.8,520.6,1499,2926
45.3,36.7,34.9,16.3,18.2,164.12,0.43,4.87,1.8,516.5,1505,2926
47.4,38.4,36.9,16.4,18.3,163.24,0.43,4.41,1.8,509.4,1510,2966
43.5,36.8,35.9,16.4,18.2,165.45,0.41,5.14,1.8,506.1,1511,2966
43.5,36.8,35.9,16.8,18.4,166.63,0.41,5.58,1.8,506.2,1513,2913
43.4,34.6,33,16.7,18.4,168.84,0.41,6.56,1.8,504.3,1514,2913
43.8,34.6,33,16.8,18.3,167.56,0.39,5.19,1.7,503.8,1516,2913
47.7,36.6,35.9,17.3,18.4,167.31,0.4,5.93,1.7,503.4,1518,2773
47.4,36.1,34.9,17.4,18.4,171.39,0.4,5.98,1.7,506.1,1520,2740
47.4,36.1,34.9,17.1,18.4,169.7,0.41,5.92,1.7,506.9,1520,2740
45.5,35.7,34,17.5,18.4,167.19,0.4,5.2,1.7,504.4,1524,2906
43.7,34.9,33,17.1,18.4,167.57,0.4,4.8,1.7,504.7,1524,2906
44.4,35.8,34,17.2,18.3,163.83,0.41,3.61,1.7,504.1,1530,2906
44.5,33.8,32,17.2,18.4,163.8,0.42,3.05,1.7,502.4,1535,2720
47,33.7,32,17,18.5,161.31,0.42,2.26,1.7,499.9,1539,6
44.4,34.4,33,16.7,18.4,162.32,0.42,3.05,1.7,498.6,1543,2633
46.2,34.2,33,17,18.4,160.86,0.42,3.18,1.3,497.7,1552,2633
46.2,34.2,33,16.9,18.4,160.43,0.41,2.06,1.3,495.4,1552,2446
43,33.4,32,17,18.5,162.68,0.41,2.04,1.3,495.2,1560,2446
43.8,33.3,32,16.9,18.4,161.42,0.42,2.13,1.3,493.9,1565,2693
40,32.2,31,16.7,18.4,159.76,0.42,1.35,1.3,490.8,1565,2693
40,32.2,31,16.9,18.3,160.78,0.42,1.14,1.3,488.3,1569,2326
44,32.5,32,16.8,18.4,160.35,0.42,0.71,1.3,487.7,1572,2326
41.5,31.5,30.1,16.6,18.3,159.73,0.42,0,1.3,486,1572,2533
41.5,31.6,30.1,16.8,18.3,159.51,0.41,0,1.3,484.4,1574,2533
41.2,32.2,30.1,16.7,18.4,161.15,0.42,0.42,1.3,484.5,1575,2386
41.2,32.2,30.1,16.9,18.4,159.71,0.43,0,1.3,482.4,1575,2386
42.2,31.2,30.1,16.8,18.3,160.11,0.42,0,1.4,482.1,1577,2386
40.1,31.3,30.1,16.6,18.3,160.1,0.42,0,1.4,480.7,1577,280
40.1,30.5,29.1,16.7,18.3,159.27,0.42,0.52,1.4,478.5,1579,2173
44.9,30.1,30.1,16.9,18.3,159.06,0.43,0,1.4,478.6,1581,2173
39.2,28.9,28.1,16.6,18.4,159.66,0.42,0,1.4,478,1582,2173
41.7,29.1,28.1,16.7,18.4,159.46,0.42,0,1.4,476.3,1587,2200
40.7,29.1,28.1,16.5,18.4,156.36,0.43,0,1.4,473.8,1590,2200
40.7,29.1,28.1,16.5,18.4,158.83,0.43,0,1.4,473,1590,2333
38.3,29.2,28.1,16.4,18.4,158.41,0.43,0,1.4,472.9,1592,2333
38.3,29.2,28.1,16.6,18.3,155.94,0.43,0,1.4,470.1,1592,1966
34.8,27.1,26.2,16.4,18.5,155.73,0.43,0,1.5,468.1,1595,600
40.1,27.9,27.2,16.7,18.4,155.32,0.43,0,1.5,468.3,1595,2253
40.1,27.9,27.2,16.4,18.3,158.19,0.43,0,1.5,468.8,1595,633
40.1,27.9,27.2,16.5,18.5,156.75,0.43,0,1.5,467.9,1595,2013
38,27.5,26.2,16.9,18.4,156.74,0.43,0,1.5,466.7,1595,160
35.1,26.6,25.2,16.8,18.3,158.39,0.43,0,1.5,467,1596,2033
35.5,26.8,25.2,16.8,18.4,153.66,0.43,0,1.5,465.3,1596,2033
37.7,26.6,25.2,16.7,18.3,151.39,0.44,0,1.5,465.4,1596,2033
38.7,26.9,26.2,16.7,18.3,154.27,0.43,0,1.5,466,1595,146
37.2,26.9,26.2,17,18.4,151.6,0.44,0,1.5,465.4,1595,1920
36.7,27.1,26.2,16.8,18.4,150.37,0.44,0,1.5,464.2,1595,1920
34.9,25.9,24.3,16.7,18.2,148.52,0.44,0,1.5,462,1595,1920
37.3,27.7,26.2,16.8,18.3,148.11,0.44,0,1.5,461.3,1594,1880
38.3,28.5,28.1,16.8,18.3,148.11,0.44,0,1.5,460.8,1594,1880
38.3,26.4,25.2,16.9,18.4,147.9,0.45,0,1.5,457.4,1595,2120
38.5,26.6,25.2,16.5,18.4,148.11,0.45,0,1.5,454.9,1597,2120
36.5,26.8,26.2,16.7,18.4,147.9,0.45,0,1.5,453.8,1597,2073
36.4,25.8,25.2,16.6,18.4,147.7,0.44,0,1.5,453.3,1597,2073
36.4,25.8,25.2,16.7,18.4,145.43,0.45,0,1.5,454,1597,1986
39.9,27.2,26.2,16.7,18.3,145.03,0.45,0,1.2,452.1,1599,1986
37.6,26.5,25.2,16.7,18.3,143.38,0.45,0,1.2,450.2,1600,2020
43.2,27.4,26.2,16.6,18.3,146.87,0.45,0,1.2,450.6,1599,2020
43.2,27.4,26.2,16.8,18.2,145.02,0.45,0,1.2,449.3,1599,2006
37.9,27.1,26.2,16.8,18.2,142.97,0.46,0,1.2,449.5,1599,2006
34.6,25.6,24.3,16.8,18.4,141.74,0.44,0,1.2,448,1599,2060
36.4,26.2,25.2,16.9,18.3,143.58,0.45,0,1.2,447.9,1599,2060
36.4,26.2,25.2,16.9,18.3,146.05,0.45,0,1.2,448.2,1599,2006
39.4,25.9,25.2,16.8,18.3,142.57,0.46,0,1.2,446,1601,2006
36.8,26.2,26.2,16.7,18.2,140.92,0.45,0,1.2,444.3,1602,2073
36.8,26.2,26.2,16.7,18.2,139.9,0.46,0,1.2,442.7,1602,2073
38.9,25.5,24.3,16.6,18.3,140.52,0.45,0,1.6,442.5,1603,2073
34.9,24.2,23.3,16.6,18.2,139.9,0.45,0,1.6,441,1603,2013
34.9,24.2,23.3,16.7,18.2,138.46,0.45,0,1.6,440.6,1603,2013
38.3,25.4,24.3,16.6,18.2,138.87,0.45,0,1.6,440,1603,1666
36.7,24.3,23.3,16.4,18.2,139.08,0.46,0,1.6,438.7,1600,220
38.3,25.2,24.3,16.8,18.3,136.62,0.45,0,1.6,437,1597,1926
32.9,23.2,22.3,16.6,18.2,139.08,0.45,0,1.6,435.7,1597,1926
37.2,23.8,22.3,16.6,18.2,137.22,0.45,0,1.6,434.4,1596,1780
37.2,23.8,22.3,16.8,18.2,137.03,0.46,0,1.6,434.7,1596,1780
35,24.1,23.3,16.8,18.2,136.21,0.46,0,1.8,433.3,1595,1806
36.4,23.7,22.3,16.7,18.3,139.29,0.46,0,1.8,433.2,1590,1806
35.7,22.9,21.3,16.8,18.3,137.03,0.45,0,1.8,432,1590,1806
31.3,23.1,21.3,16.8,18.3,136.22,0.46,0,1.8,431.4,1590,1806
32.7,22.6,21.3,17,18.2,134.98,0.46,0,1.8,430.6,1589,1646
32.7,22.6,21.3,16.9,18.2,136,0.45,0,1.8,430.9,1589,1646
37.6,23.5,22.3,16.9,18.2,133.34,0.46,0,1.8,431,1589,1666
34.8,22.7,21.3,17,18.2,131.08,0.45,0,1.8,431,1590,0
31.1,21.7,20.4,16.7,18.2,134.17,0.46,0,1.8,431.2,1593,0
31.4,21.5,20.4,16.8,18.2,130.88,0.45,0,1.8,428.7,1593,1720
34.2,23,22.3,16.8,18.2,133.75,0.46,0,1.7,430,1593,100
33.4,21.8,20.4,16.8,18.2,132.32,0.46,0,1.7,429,1593,1560
34.8,22.5,21.3,16.6,18.2,131.71,0.45,0,1.7,428.5,1593,1560
34.8,22.8,22.3,16.8,18.2,129.85,0.45,0,1.7,426.3,1593,1713
32.9,22.8,21.3,16.8,18.2,131.71,0.46,0,1.7,427.6,1594,1713
36.3,22.6,21.3,17,18.2,130.89,0.45,0,1.7,426.5,1594,1780
33.3,22.5,21.3,16.8,18.1,129.66,0.45,0,1.7,425.6,1595,1780
34.4,22.9,21.3,16.9,18.2,128.22,0.46,0,1.7,426.1,1594,1700
33.8,23,22.3,17,18.2,130.69,0.45,0,1.7,424.5,1594,1700
33.2,21.6,20.4,16.8,18.1,128.23,0.45,0,1.7,423.7,1592,1726
33.8,22.1,21.3,16.8,18.1,128.84,0.45,0,1.6,422.2,1590,1726
35.3,23,22.3,16.8,18.2,127.2,0.46,0,1.6,421.4,1588,1766
33.8,22.2,21.3,17,18,128.64,0.46,0,1.6,420.9,1588,1766
34.2,22.8,21.3,16.7,18.1,128.44,0.46,0,1.6,421.2,1587,1766
29.9,20.9,20.4,16.8,18.1,122.28,0.45,0,1.6,417.5,1585,1640
29.9,20.9,20.4,16.6,18.1,123.72,0.45,0,1.6,415.9,1585,1640
30.5,21.2,20.4,16.2,18.2,117.14,0.45,0,1.6,409.2,1582,1686
29,20.7,19.4,16.1,18.3,117.34,0.44,0,1.6,404.9,1565,1686
30.3,21.4,20.4,15.1,18.3,108.3,0.42,0,1.6,394.1,1559,1666
28.3,20.8,19.4,15.1,18.4,109.12,0.41,0,1.6,386.2,1529,1666
28.6,20.6,19.4,14.7,18.4,106.44,0.41,0,1.6,383.6,1503,1393
28.6,20.6,19.4,14.8,18.5,103.56,0.41,0,1.6,380.2,1503,1393
28.6,20.6,19.4,14.8,18.4,106.84,0.4,0.61,1.6,379.6,1503,1500
27.6,18.9,18.4,14.7,18.6,107.86,0.41,0,1.6,378.9,1503,1500
30.7,28.2,27.2,29.5,5.2,45.19,0.43,23.75,0,601.3,960,626
35.3,32.1,30.1,29.5,5.4,44.5,0.45,13.86,0,524.5,997,626
39.4,36,34.9,29.7,5.4,44.47,0.45,15.38,0,489.2,1030,693
44.2,40.8,38.8,29.5,5.7,43.99,0.46,14.27,0,471.4,1026,86
44.8,41.4,38.8,29.3,6,44.16,0.48,14.29,0,476.2,1026,680
43.1,39.7,37.8,29.3,6.2,46.26,0.51,16.78,0,485.4,1041,680
43.1,39.7,37.8,29.1,6.5,46.43,0.5,13.72,0,484.8,1041,700
46.7,43.2,41.7,28.9,6.7,47.45,0.53,14.62,0,486.3,1041,700
45.9,42.4,40.3,28.8,7.1,48.02,0.55,13.5,0,489.3,1076,620
45.8,42.2,40.7,28.5,7.4,48.81,0.55,11.86,0,490.2,1081,620
45.8,42.2,40.7,28.2,7.7,48.77,0.56,10.38,0,491.5,1095,160
46.6,42.6,40.7,27.9,7.9,48.74,0.57,10.13,0,493.8,1095,620
43.3,39.7,37.8,27.7,8.2,48.69,0.58,10.7,0,497.1,1096,620
45,41.5,40.7,27.3,8.5,48.64,0.58,10.25,0,500.5,1066,660
45,41.5,40.7,27.2,8.8,49.44,0.59,10.77,1.3,502.9,1055,660
45,41.5,40.7,27,9.1,50.26,0.59,9.79,1.3,505.7,1055,733
44,40.5,39.8,27,9.4,53.61,0.61,10.4,1.3,509.6,1079,733
40.1,36.7,34.9,26.8,9.7,54.84,0.61,9.7,1.3,512.4,1091,620
32.3,29.4,29.1,26.6,9.9,54.78,0.61,9.13,1.3,514.5,1102,620
25.8,23.1,22.3,26.2,10.1,54.74,0.63,9.48,1.3,518.7,1111,660
25.8,23.1,22.3,26,10.4,54.68,0.64,8.86,1.3,519.6,1111,660
18.3,11.1,10.7,25.7,10.6,54,0.64,7.96,1.3,520.3,1111,680
19.1,10.8,9.7,25.1,10.9,54.6,0.64,6.66,1.3,521.3,1121,680
17.1,10.7,9.7,24.9,11.1,54.97,0.65,8.6,1.3,520.9,1125,720
21,11.6,10.7,24.7,11.4,55.76,0.65,7.74,1.3,521.6,1125,120
